Year,Month,Jurisdiction,Covid_Deaths,Total_Deaths,Pneumonia_Deaths,Influenza_Deaths,Pneumonia_Influenza_Deaths,Pneumonia_Influenza_Covid
2020,7,Colorado,470.0,6929.0,454.0,0.0,454.0,619.0
2020,7,Connecticut,427.0,6740.0,357.0,0.0,361.0,617.0
2020,7,Delaware,238.0,2226.0,195.0,0.0,195.0,255.0
2020,7,Florida,10039.0,43814.0,7005.0,45.0,7035.0,12217.0
2020,7,Georgia,2860.0,16948.0,1825.0,2.0,1828.0,3550.0
2020,7,Hawaii,135.0,2511.0,171.0,0.0,171.0,236.0
2020,7,Idaho,380.0,3193.0,299.0,0.0,299.0,436.0
2020,7,Illinois,796.0,17290.0,1116.0,4.0,1118.0,1572.0
2020,7,Indiana,703.0,10714.0,869.0,4.0,874.0,1253.0
2020,7,Iowa,520.0,6881.0,475.0,0.0,480.0,733.0
2020,7,Kansas,406.0,5179.0,337.0,0.0,340.0,506.0
2020,7,Kentucky,505.0,8659.0,642.0,2.0,644.0,862.0
